bin, Red Channel, Green Channel, Blue Channel
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,1,0
93,0,0,0
94,0,0,0
95,0,1,0
96,0,0,0
97,0,0,0
98,0,1,0
99,0,1,0
100,0,0,0
101,0,1,0
102,0,1,0
103,0,1,0
104,0,1,0
105,0,4,0
106,0,4,0
107,0,3,0
108,0,1,0
109,0,7,0
110,0,2,0
111,0,10,0
112,0,11,0
113,0,17,0
114,0,19,0
115,1,27,0
116,0,23,0
117,0,24,0
118,1,26,0
119,0,33,0
120,1,28,0
121,1,26,0
122,1,30,0
123,0,40,0
124,0,33,0
125,3,36,0
126,4,36,0
127,4,44,0
128,4,29,0
129,14,37,0
130,16,39,0
131,12,43,0
132,25,42,0
133,27,40,0
134,30,36,1
135,36,37,0
136,39,54,0
137,29,58,1
138,29,61,0
139,42,59,0
140,40,77,2
141,51,75,0
142,40,87,1
143,45,70,0
144,43,97,1
145,42,74,2
146,39,90,2
147,46,95,5
148,45,113,4
149,48,120,4
150,51,151,10
151,45,129,9
152,49,154,14
153,61,146,17
154,78,150,20
155,81,146,29
156,97,146,31
157,90,142,21
158,110,132,36
159,120,141,32
160,146,126,29
161,157,143,33
162,145,105,40
163,182,141,49
164,175,125,33
165,179,136,45
166,173,134,51
167,161,129,38
168,178,115,43
169,168,121,48
170,173,132,54
171,145,132,59
172,160,118,51
173,151,125,65
174,169,128,65
175,149,132,76
176,151,127,104
177,169,127,106
178,151,122,97
179,169,110,108
180,166,89,143
181,177,71,150
182,166,68,168
183,178,72,142
184,171,72,175
185,152,92,184
186,133,81,187
187,107,90,155
188,101,93,196
189,105,82,172
190,101,96,170
191,116,77,162
192,105,85,162
193,107,92,135
194,112,106,175
195,78,103,161
196,96,110,182
197,93,116,150
198,115,88,149
199,107,84,153
200,126,63,159
201,111,48,147
202,103,50,147
203,83,59,168
204,50,51,132
205,59,30,167
206,65,24,157
207,50,28,133
208,35,14,117
209,25,16,107
210,30,13,107
211,19,11,120
212,13,6,106
213,20,5,112
214,11,5,126
215,4,8,138
216,6,1,133
217,7,3,135
218,1,2,133
219,2,1,142
220,2,2,119
221,1,2,111
222,0,1,85
223,0,0,65
224,0,0,75
225,0,0,60
226,0,0,38
227,0,0,32
228,0,0,31
229,0,0,15
230,0,0,16
231,0,0,13
232,0,0,11
233,0,0,8
234,0,0,6
235,0,0,5
236,0,0,6
237,0,0,3
238,0,0,2
239,0,0,1
240,0,0,2
241,0,0,2
242,0,0,1
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
