# Cyanide Concentration,coordinate,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std,RGB-KMEANS
50p,1,[131.6579, 111.074, 150.6396],[16.290097224694517, 15.338993578458789, 17.436264274207364],[135.1733, 72.2252, 152.4066],[8.523289688260045, 17.090953307525005, 14.559666082709452],[128.1639, 144.3143, 109.5866],[13.798095404438977, 9.041499627274225, 8.62440145401407],[121.8087],[11.81158348021128],[133.66090602 110.85018918 152.83669087  50.0979021   59.63636364
  64.11888112  30.06410256 233.43589744  33.80769231]
50p,1,[127.2343, 110.2127, 148.0993],[22.968474122370427, 21.32843779347189, 26.087112517678147],[132.0622, 77.4675, 151.586],[15.321825320763843, 29.025990831494454, 22.377761371504526],[126.3591, 142.9714, 109.9776],[20.049357775001173, 12.771913797078337, 12.175668287202965],[119.6192],[17.538916481926698],[131.32577255 109.87732806 152.87535116  46.56944444 202.64814815
  53.53703704   0.64739884  13.43352601   0.83236994]
50p,1,[129.8855, 108.5457, 149.03],[17.870774738382217, 16.412748444730394, 18.958130182061733],[135.0514, 75.992, 151.0345],[10.59488357840708, 19.95059738453964, 15.739476158690923],[125.9213, 144.8475, 109.1656],[15.014143542340335, 9.877208297388488, 9.22759863886591],[119.5683],[13.471983339879841],[136.93183792 112.68581766 155.97018813 119.61687414  96.48928077
 139.8620332   33.95959596 140.15656566  40.73232323]
50p,1,[129.3276, 109.1541, 149.6287],[15.749008801826227, 15.235745901989832, 16.353960875274222],[134.7022, 74.2061, 151.401],[8.28832402600188, 16.752003545546426, 13.387143048462582],[126.2054, 144.4731, 108.9674],[13.135205017052455, 9.092132664562259, 8.706982097144795],[119.8336],[11.23956009103559],[135.17119342 112.49986283 155.2127572   24.96153846 196.94230769
  31.03846154 117.14581734  96.29125096 138.74059862]
50p,1,[128.3324, 108.8734, 145.9374],[22.7251822927782, 20.93799351513893, 25.42813562257367],[133.8676, 76.8413, 149.3981],[15.791721573026798, 28.760349690328873, 21.958064950946838],[125.6015, 143.5844, 110.7925],[19.664823867759406, 12.793728019619614, 11.963446148581102],[118.9202],[17.075861089854296],[132.44469878 108.50244511 150.61752159   0.70857143  14.48571429
   1.01714286  48.00934579 202.71962617  54.25700935]
50p,1,[129.9388, 108.4271, 149.6235],[15.709883976656224, 14.94561091391048, 16.652787987301107],[135.1701, 75.8755, 151.4911],[9.422598685606854, 17.43943232304309, 13.520677527032436],[125.9431, 145.0918, 108.7838],[12.999979322675863, 9.486019858718407, 8.982185566998714],[119.5687],[11.109089985682894],[135.89291667 111.58583333 155.38569444 118.97142857  96.64849624
 139.91240602  32.10714286 169.77142857  37.79285714]
50p,1,[127.6376, 108.7104, 149.0027],[15.919254575513264, 15.136338125187345, 17.028103027348642],[133.7684, 74.7738, 150.8725],[9.228313033268865, 18.000884243836467, 13.953717918533398],[125.3731, 144.0212, 108.9026],[13.32551298787405, 9.358993031304168, 8.959425943664025],[118.9592],[11.528735202093939],[133.11080871 111.50518403 154.41977709  30.99310345 165.32413793
  37.35172414 114.4455353   94.79102384 137.03038803]
50p,1,[128.1793, 107.8713, 147.2001],[17.286016068198016, 15.961194701838581, 18.301138215695765],[134.7044, 74.8403, 149.2035],[10.564261481050155, 19.940391067128044, 15.223865729505105],[124.823, 144.2303, 109.6197],[14.544788448100578, 9.78014631332272, 9.148031040065398],[118.4619],[12.85887819329509],[134.33570957 111.0950495  153.1879868   32.43850267 143.67914439
  38.65775401 115.34137623  93.96782842 136.00223414]
50p,1,[130.9964, 108.1272, 148.2473],[15.440446465047572, 15.03637656352088, 16.212308370802724],[136.7249, 74.2144, 150.0157],[8.571488784919456, 16.500182806260057, 13.330718416874612],[125.8356, 145.3125, 109.5813],[12.904192056847263, 9.125318830046433, 8.606252977341533],[119.5336],[10.920690044131828],[116.26479438  92.62387161 134.20762287 136.07667974 110.86663292
 153.31772745  26.38834951 198.06796117  31.        ]
50p,1,[126.8952, 108.5917, 145.3372],[22.589847652430063, 20.955128038501698, 25.3246065351468],[133.1472, 76.6728, 148.8085],[15.612358315129718, 29.003364290371557, 21.93739792568845],[124.9947, 143.1408, 110.7612],[19.655581189830027, 12.77194485424988, 11.990086511781307],[118.322],[17.025079030653572],[130.9830385  108.21404787 150.00832466   0.86781609  13.62068966
   1.34482759  46.5462963  201.89814815  53.50925926]
50p,2,[122.1774, 104.0673, 142.567],[16.253877360187015, 16.196251748784345, 17.90046119517595],[133.8245, 74.4097, 144.346],[8.40914381789252, 17.44685203439291, 15.854352210039993],[120.2052, 143.472, 109.5889],[14.816169982826198, 9.006653984693761, 8.67409342755772],[113.9272],[12.576553588324586],[124.5247678  104.1377709  145.22889577  55.25431034  57.45258621
  68.02586207  29.61538462 233.96153846  33.58974359]
50p,2,[123.7887, 102.2369, 143.2607],[16.049531217764585, 14.301614537876484, 17.047813217829436],[135.462, 75.3227, 143.7697],[5.456734921177682, 12.177321737968493, 16.302056984012786],[119.2254, 144.9778, 108.6997],[15.423261485172324, 5.14908799303333, 4.816172745033135],[113.4237],[14.103892310635388],[129.93922333 107.29926375 149.42846831  34.33168317  38.7029703
  46.22772277 115.24312086  94.49285963 135.20654824]
50p,2,[120.0868, 104.5579, 138.1936],[24.650291393003858, 24.27592732708681, 27.835842344718078],[131.6684, 78.8632, 142.8938],[18.01672671269673, 33.52139146515252, 24.826786371981374],[120.0313, 141.8555, 111.8649],[22.33141554648966, 14.556573077135978, 13.836930584128838],[113.1713],[18.839388427175656],[125.19296768 103.81713865 144.08032424   2.24793388  18.98760331
   3.35123967  42.91891892 211.67953668  48.28571429]
50p,2,[119.9769, 104.0327, 138.8936],[22.183835700572615, 21.451364308826605, 24.934928895828037],[132.1278, 76.7781, 142.3923],[15.389920960160907, 29.49311547446285, 22.194134376226526],[119.5443, 142.0959, 111.2973],[20.056670648689426, 12.587482003562112, 11.950820587306966],[112.898],[17.29074307252294],[123.97999166 103.6084827  143.51781992  46.26086957 215.26086957
  51.41847826   7.02272727  29.50909091  10.35454545]
50p,2,[121.5631, 104.7224, 140.15],[20.53440085295892, 20.6849157174981, 22.99794990863316],[133.0967, 77.1175, 143.9802],[14.047090414388313, 27.586106897313364, 19.840267335900492],[120.6268, 142.6209, 111.0836],[18.085782309869817, 13.167899725848462, 12.528033007619353],[113.8922],[14.652958034472086],[124.89456803 103.45545784 143.98913606   7.96478873  33.81690141
  10.38732394  38.31088083 220.33678756  43.36787565]
50p,2,[120.9673, 100.9573, 139.8671],[19.022960618946776, 16.750178408303597, 20.743978345293364],[134.9383, 73.4237, 140.3769],[5.826035797178044, 12.676086868982873, 20.19047414970733],[117.2318, 144.0279, 109.6473],[18.608650374489816, 5.233786544176215, 5.008223508390974],[111.509],[17.070885126436767],[110.66878475  91.48014297 130.17037331 128.2019458  107.03085476
 147.32453092  29.95121951  31.84320557  37.98606272]
50p,2,[120.6819, 105.409, 139.633],[20.31175798373937, 20.77765913186565, 22.914670213642616],[132.3834, 75.3408, 143.4933],[14.126061179253048, 27.961617538332792, 19.789314164720313],[120.8269, 141.8095, 111.5272],[18.11903795431755, 13.058269783933858, 12.503457928109329],[113.9956],[14.690363529879034],[123.98075928 104.15113272 143.45629461   7.65034965  35.2027972
  10.16083916  37.91052632 222.24736842  42.55263158]
50p,2,[120.539, 104.3423, 139.2156],[21.69638400747922, 21.03128932590677, 24.56994742851519],[132.3345, 76.5933, 142.7129],[15.075384232250931, 29.34840873216127, 21.764739226326604],[119.9321, 142.1691, 111.3432],[19.571011460576074, 12.585456097813857, 11.93153861662443],[113.2953],[16.751116318323387],[124.44259394 103.86707609 143.73363173   3.90206186  22.1443299
   5.60309278  45.79396985 207.41708543  51.35678392]
50p,2,[119.9361, 104.3639, 137.7031],[24.55354183799152, 24.262651891126826, 27.734082829435696],[131.8415, 78.6371, 142.3804],[17.81619986837822, 33.77871820525462, 24.830201284725824],[119.8337, 141.7853, 112.0496],[22.327531084067488, 14.507391354409656, 13.77144654130422],[112.9709],[18.818646422896627],[125.03790272 103.6298168  143.57106759   1.95        18.0875
   3.10833333  43.0648855  210.00763359  48.27099237]
50p,2,[119.7885, 103.9019, 138.3158],[22.023781867563073, 21.449696417199007, 24.82577431541663],[132.2182, 76.3738, 141.8152],[15.403473269363634, 29.89177267342972, 22.153515498899942],[119.349, 141.9519, 111.5368],[20.01932064281903, 12.56616036782915, 11.917937982721677],[112.7029],[17.234303919508903],[123.80410759 103.47852377 142.94422435  46.94021739 215.4076087
  51.93478261   7.67410714  30.4375      11.07589286]
50p,3,[158.7518, 149.9474, 181.8902],[40.00365979207402, 45.64831029994429, 35.909223661338046],[127.2396, 51.5483, 182.7723],[6.654832217268892, 26.954592690485974, 34.717028281666046],[161.9347, 138.1699, 112.3365],[41.456922653641335, 7.8276454946554646, 8.006264281798346],[156.1489],[42.18646380997109],[207.97705124 205.75416536 225.04558315 120.84463895 106.38446389
 148.1916849  166.15518008 159.53445976 189.32681192]
50p,3,[115.0352, 98.7473, 141.2683],[12.51534102451867, 11.821465336835361, 13.229048155857624],[131.4646, 77.3176, 141.2719],[1.8229500377135957, 7.040066067871806, 13.223750239247563],[114.3925, 143.605, 106.9521],[12.840515711995371, 1.514719445970111, 1.4706480170319478],[108.3913],[12.101478600154612],[122.19391252 105.9280387  148.58113284 110.05679721  93.41993029
 136.33012098  45.68518519  39.22839506  65.98765432]
50p,3,[114.2966, 97.7051, 142.1871],[11.603517933799216, 10.923933997878237, 12.548844312923801],[131.0786, 80.2408, 142.1906],[1.5073891468363436, 6.758136974048395, 12.544308336452833],[113.5908, 144.162, 105.9639],[11.960098467822077, 1.5505985940919718, 1.5703492573309927],[107.6559],[11.225769247138478],[120.05768258 103.36852758 147.98431439  47.12987013  38.83116883
  65.53896104 108.21700281  91.44728108 136.4255808 ]
50p,3,[113.6907, 99.1634, 140.3942],[11.166719908281035, 11.915322087127985, 12.412832326266233],[130.4516, 77.7283, 141.2449],[5.823285794120017, 11.918476375359395, 11.26177268417366],[114.497, 142.8627, 107.3731],[10.925556782150739, 6.254953933483444, 6.183162329261621],[108.089],[9.348758152824363],[119.18561001 103.78189086 145.98505388 108.09719536  92.31237911
 135.02490329  36.57272727 115.17272727  49.82727273]
50p,3,[114.08, 98.0921, 138.9189],[11.528399715485232, 11.372704937260966, 12.579225842236873],[131.6513, 76.8084, 139.4047],[4.792484565442022, 10.11792910827112, 11.987965545078948],[113.5813, 143.2638, 107.7773],[11.370215051176473, 4.889234046351228, 4.720117022913733],[107.4863],[10.236806743804436],[119.62679181 103.13156997 144.58071672  41.61151079  68.95683453
  57.18705036 108.47363159  91.72331917 133.46588353]
50p,3,[114.3642, 99.7293, 139.4695],[12.331851376010011, 14.165049294301802, 13.907460938287764],[131.0735, 77.9814, 141.2531],[7.839291916365917, 15.908578001820274, 11.85581040629446],[115.094, 142.7646, 108.1622],[11.447993885393196, 8.902740411805793, 8.808796237852253],[108.5951],[8.695157042285091],[107.46691073  91.24612785 132.88876373 119.664145   102.83309693
 144.90070922  26.51923077 200.01923077  32.80769231]
50p,3,[113.5895, 98.1598, 137.6544],[10.449372696482788, 9.54440485101088, 11.110758778769341],[131.598, 73.7307, 137.7215],[2.82927481874773, 5.87717427936249, 11.005414019926738],[113.2646, 142.6678, 108.4835],[10.372241167655137, 2.299357118848658, 2.087085946960498],[107.2226],[9.766066211121037],[118.75406337 103.11081924 142.92086685  48.          46.41176471
  65.68067227 107.34881266  91.82770449 131.45039578]
50p,3,[113.3841, 99.6696, 139.5654],[12.081281686559585, 14.154647146432156, 13.882014365357788],[130.3406, 78.1986, 141.3363],[7.795523820757652, 15.783046538612245, 11.861762192440043],[114.8621, 142.4625, 107.9578],[11.437276056386851, 8.859243407311936, 8.802886978713289],[108.2587],[8.63584242040115],[118.42512531 102.76049499 145.          27.20952381 198.95238095
  33.71428571 106.79521504  91.080319   132.84933068]
50p,3,[114.4684, 98.6289, 138.6879],[10.606912908099131, 11.441258007317202, 11.73038335221829],[131.7713, 76.4649, 139.5528],[5.894251123764579, 11.807326877409636, 10.594716237823455],[114.1025, 143.0833, 108.1933],[10.19128028021995, 6.268393822184436, 6.173778025650097],[107.8565],[8.670554062457601],[119.21118774 102.23126437 143.62145594 106.81357916  90.30172666
 130.97834358  31.87931034 183.94827586  37.86206897]
