# Cyanide Concentration,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std
60ppm,70.16206095041322,58.23011363636363,146.7989411157025,42.476554686382116,62.18423325808704,83.4642435560951,108.23398760330579,197.36828512396696,166.19460227272728,38.45482419585,52.62369044279897,76.59376658276844,86.64553202479338,158.39759814049586,85.33832644628099,52.48258761006303,42.899665512090564,46.43546628405275,71.90560433884298,40.890008170434044
70ppm,67.17654320987654,57.50938271604938,145.1251851851852,40.700528620964015,60.492905702732635,82.89377931821582,110.28716049382716,201.93037037037038,163.59827160493828,35.21070976365943,43.552645493614456,76.77323412813955,84.35518518518519,157.99543209876543,85.10037037037037,52.055022091683966,41.67614830042442,45.68524277346278,70.39962962962963,40.557515019465676
80ppm,62.73407407407407,58.13765432098766,150.03296296296296,37.94028966281382,61.15050600462148,85.75349267543372,108.46308641975308,202.79654320987655,168.63543209876542,35.57240913557276,45.121655449681114,78.72169170289963,84.95456790123457,158.350987654321,82.55543209876544,52.25464865727041,42.150021809374095,47.27143332673453,69.99814814814815,40.638151770063246
90ppm,66.40691358024691,57.39382716049383,148.40469135802468,40.24546107808424,61.116904464139616,85.29688415837336,109.79037037037037,202.75938271604937,167.1201234567901,35.285771708268065,45.02462705669275,78.4538663840224,85.0879012345679,158.72876543209875,83.61382716049383,52.36309063670022,42.42559659714864,46.83021875943509,70.47864197530865,40.77122457949141
100ppm,71.10012345679013,56.41975308641975,162.29086419753085,43.25372430960628,61.00440668104998,92.81748100834587,110.05753086419753,207.0327160493827,180.55098765432098,35.701629092091785,44.14218654942024,83.97379657589751,89.23530864197531,163.4883950617284,78.27148148148149,52.454866551205136,44.639790019440376,49.386997854338865,72.89061728395062,41.130375496801015
0ppm,103.2173,129.3635,175.9189,68.99518012665813,74.55858614371654,107.87906804746693,99.3937,141.266,194.0831,35.079040755271514,69.63090293827878,97.93025985051811,137.5793,134.4884,101.6906,74.415387599004,29.98645136457463,37.804426614352984,126.8669,69.37396330317304
10ppm,116.31476473769605,136.11654948620875,185.1878042184965,68.06236127753101,66.8319327738114,104.49840280992001,102.22282314764738,132.52203893996756,205.4441590048675,35.368497415703935,65.36931877955581,91.28872851998598,146.49310438074636,136.60722011898324,101.29326663061114,67.2144025669261,32.37404760214124,38.526203750560725,135.79664683612765,62.47666320057764
20ppm,67.98554421768708,90.57227891156462,162.02437641723355,40.10418073682977,58.69397886021827,92.65790423693849,101.93268140589569,171.44770408163265,183.03642290249434,34.88088538850181,51.96049692019517,82.19284852087407,106.1577380952381,145.86026077097506,88.71045918367346,54.124579983366615,38.01220902954928,46.185891199957105,91.96797052154194,43.12110963972854
30ppm,80.78709829867675,89.25956994328922,148.21384688090737,48.243715555862295,57.50199380618473,86.06386722171005,106.35290642722117,163.0687618147448,167.375118147448,34.96360325419512,53.67410012450867,78.56148182924768,104.66079867674858,144.3812618147448,96.22826086956522,54.832395373071954,34.968816563721184,40.273907117611,93.44955103969754,45.66709184093774
40ppm,78.86318525519849,88.4664461247637,152.27209357277883,47.062585989956915,57.560614133869954,89.01003955642439,106.6148393194707,166.61519376181474,171.18797258979205,33.669804911543004,52.13120045817182,81.0480469179649,104.37169187145558,145.60574196597352,93.77457466918715,55.05259199029812,35.46186841724929,41.599650737166705,92.87216446124764,45.71905256800346
50ppm,76.99852874603893,85.7812358533273,144.4555228610231,47.653420220141825,58.30432303271653,86.92410399419076,106.96174739701222,168.4605024898144,163.61928474422817,33.634612066463575,51.947603942660706,80.227661911835,100.82141240380263,144.49162516976008,96.16206428248076,55.99515575630281,34.77394238275452,40.5038657678477,89.84993209597103,46.40820245482679
60ppm,84.08910123966942,90.86531508264463,153.0989152892562,48.664940256232136,58.03713424967833,87.58381480954114,105.95377066115702,159.79907024793388,173.45738636363637,36.60494057954064,55.23688346195961,78.83206069602727,107.7162964876033,145.82915805785123,95.0076188016529,54.3859169047005,37.09987110442147,42.05649202559952,95.94150309917356,44.754721374889584
70ppm,82.86281179138322,92.99858276643991,155.57426303854876,47.51680870071802,58.63655881561844,89.12668622258569,104.87528344671202,160.7575113378685,176.68183106575964,36.61904423151787,54.071766818020976,79.52187471871319,109.26629818594104,145.25708616780045,94.41978458049887,54.76578742150504,37.27435826749196,42.931447817945504,97.10359977324264,44.83709690814601
80ppm,74.97861531190927,88.87251890359168,154.00177221172024,45.097972965183935,57.63512872645345,90.24158199343466,105.2898156899811,168.74444706994328,173.19789697542532,33.52496403965513,51.24908390417843,81.78533291998319,104.22318052930056,145.1273629489603,92.61531190926276,54.91435957059588,35.55347336984572,42.43003450301788,92.15099243856332,45.28840972838238
90ppm,80.90173037190083,91.28434917355372,158.81482438016528,46.930219839628876,58.154516702513064,89.84150016634061,104.65005165289256,163.27673037190084,178.80152376033058,36.36702690155588,54.359194253104256,80.38023014069779,108.26149276859505,146.61079545454547,92.06017561983471,54.386723915561504,37.357146875990935,43.223684785259096,95.88610537190083,44.58109303870966
100ppm,161.96035640495867,55.83703512396694,184.7293388429752,94.06856538434089,60.9125553822279,103.09328694336025,120.59607438016529,202.96823347107437,203.1485020661157,44.87353171108635,54.57103115482484,90.59356409937337,124.83264462809917,181.6561208677686,88.4947055785124,58.18131115217418,54.44189654498769,43.335911935615414,102.27685950413223,46.75594441869818
