# Cyanide Concentration,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std,RGB-KMEANS
10,146.20865885416666,198.24609375,186.50206163194446,88.04418437118231,92.60542032532491,105.38558190039939,85.27842881944444,102.2138671875,205.82877604166666,24.843620177092024,86.18890339820918,93.20340880707568,191.82975260416666,111.76573350694444,128.21397569444446,90.05915294319087,21.03587280649569,24.092158039194423,181.36990017361111,88.68344164667417,146
20,96.17993856332703,161.43194706994328,186.9693998109641,55.65635063467385,73.17537974316734,103.82669636190903,93.43714555765595,149.20959357277883,205.29028827977316,27.523388750953085,58.41830830649303,91.81465554983812,159.99716446124765,117.56828922495274,108.859286389414,72.0882102574498,22.50400229271342,31.99941555263223,144.8406190926276,66.11803831010032,96
30,101.95382526029877,159.07650520597556,183.9336803983703,59.623449811256734,74.75994196673886,104.50365296536162,94.37630149388863,145.32661837935717,202.53383884110457,27.612389781320708,60.836513826767884,92.62356390551928,158.57763693979177,119.3542326844726,109.74411498415573,73.81302444832835,23.13499671167978,31.981526971815757,144.837709370756,68.42136981496355,101
40,106.6180293005671,158.56852551984878,186.19187145557655,60.355104741256675,72.2398142812613,103.8986780596693,95.2679584120983,138.39969281663517,204.7538988657845,28.768411278941674,61.84462515519168,91.64222574308566,159.32856805293005,121.31616257088847,108.88303402646503,71.82692030605754,23.995790502371122,32.306820454565475,146.19163516068053,66.68550384763698,106
50,99.99807605251245,158.45812584880036,185.1058171118153,57.82062669850359,73.19578283003648,103.92329024759113,94.55013580805795,147.17462652784064,203.61260751471255,27.644932273839917,59.27313948705838,91.90092422135437,158.13750565866908,119.52897238569489,108.772974196469,72.30226616410755,23.245480737659637,32.36179058110038,144.02602987777274,66.73982952710088,99
60,105.96567901234567,159.48456790123456,186.45666666666668,60.17643037508199,72.58940598059583,104.11658457686084,95.06456790123457,139.63432098765432,205.691975308642,28.746111344073707,61.73336418962255,91.59547975153016,159.98098765432098,120.86666666666666,109.0316049382716,71.96234017847675,24.312106418788943,32.77654217847361,146.56925925925927,66.67211287527772,105
70,98.09874131944444,152.9873046875,184.09092881944446,58.61449923854308,73.03113152138832,105.01279260367289,95.54069010416667,150.34516059027777,202.6279296875,28.03162497661011,59.86435680544325,92.89770988593105,153.96299913194446,121.98003472222223,106.78363715277777,72.22612932176152,24.304568664860223,33.69801901788075,140.12803819444446,66.66038944644203,98
80,100.57242438563327,159.68135633270322,186.75661625708884,57.74204992358301,72.59260237072584,103.79850804737177,94.3492438563327,144.984404536862,205.25803402646503,28.12126815224784,59.948378807277585,91.62434250060423,159.3461720226843,119.48676748582231,108.54737712665407,71.78977438029342,23.31771932952355,32.34044921176628,145.10160680529302,66.17246561340816,100
90,100.88811436672968,163.60267013232513,184.28615311909263,57.317662160923184,74.04116515481688,103.28501830735958,93.24988185255198,143.54477788279772,203.48405009451795,27.700353885348914,59.90184456015272,90.9654202711614,161.85763232514176,116.75212665406427,111.38090737240076,72.83271015222572,22.685587165479316,31.438063517653283,147.21183837429112,67.12735932021079,100
100,187.67450378071834,209.22081758034025,188.38882325141776,105.88485307099967,92.88362327695648,105.49832653881528,39.98605860113422,59.41977788279773,209.6461483931947,48.575033011851126,100.54089040687374,92.53698311308696,206.14732986767487,119.25567107750473,135.69151701323253,92.97840527154759,22.349546139472096,20.672140093712077,200.41363421550093,94.28263430103831,187
0,129.6241975308642,86.59061728395062,183.31703703703704,74.18653005526,56.08796055636225,103.4509807273139,115.21666666666667,175.00617283950618,200.27234567901235,39.01687629478389,48.40107091376962,92.34774269530114,121.49814814814815,164.92876543209877,87.42864197530864,58.28460289683932,44.06381441104652,42.940291239534176,110.50308641975309,51.47978258661716,129
10,128.5413516068053,84.43336483931947,183.1991965973535,74.52858423782463,56.0889328285208,103.58941563446842,115.61991965973534,178.4476606805293,199.90170132325142,38.296796807830255,46.91429866667312,92.66247941655489,120.07384215500946,165.69175330812854,86.65949905482042,58.36838194964222,44.19512925595405,43.13390353046567,108.89874763705104,51.62657219730635,128
20,81.81706327744728,51.393591130340724,145.7823147647377,46.50232681218566,60.280372124061266,82.3832618250253,112.2244456462953,203.92387777176853,163.94199567333695,39.086785849515124,48.441411288634036,76.16034623819452,86.2271498107085,162.60235262303948,86.03528934559222,50.86489435887256,43.9672205678248,45.00143887712331,71.2671714440238,39.19998728840157,81
30,87.75773349196906,51.96400951814396,143.96252230814991,49.232715281552466,62.26057207864135,80.65075942838001,114.44541939321832,206.91671624033313,163.48750743604998,38.18078448024952,44.423719890611146,74.05888410639179,88.78331350386675,162.7443486020226,88.46400951814397,51.27887281435811,45.16872910676804,44.79866436310941,73.17251635930994,39.372517118630746,87
40,85.24123456790123,46.49469135802469,138.84148148148148,49.81893465669147,60.30803927709763,80.5104260269425,115.08592592592592,211.00506172839505,156.7741975308642,38.38233614367897,43.670091458103826,75.39646159238734,83.80493827160494,163.21012345679011,88.75283950617283,51.153421862140036,43.869861374544996,43.401947365839256,68.62679012345679,39.438003834966295,85
50,86.94267171444024,48.62628447809627,141.60343428880475,49.240106764961844,61.041830441002354,80.30011806107873,113.39318550567874,205.84883720930233,159.90062195781505,40.27596901256664,49.60014125967777,74.74840073385289,86.1019469983775,163.30029745808545,88.42171444023796,50.97448848658314,44.320444380312345,43.77315299073459,70.69794483504597,39.292246555362894,86
60,86.14277988101676,48.497701460248784,139.6746890210925,49.143930542848636,61.2222309993715,79.62477860570586,113.16982152514873,205.71241211465656,158.14994591671174,40.5318260333958,50.268308365495976,74.30603651065262,85.4380746349378,162.75689561925364,89.11763115197404,51.11948304253814,44.20470979523003,43.61628629403849,70.16617090319092,39.440079174823985,86
70,82.54816632231405,47.98786157024794,145.17122933884298,47.37737274902901,61.05670594014902,83.13843328812752,111.69615185950413,206.30100723140495,163.5489411157025,40.65904334142343,52.13619936387243,76.83543163918856,85.27789256198348,163.75619834710744,85.79016012396694,51.017136228400105,44.68137557361838,45.42037353320477,69.41864669421487,39.11224765675843,82
80,80.01654320987655,48.2620987654321,137.72024691358024,46.91401352041639,60.13942911158027,80.27710655582992,113.80864197530865,209.22123456790123,155.81345679012347,37.91278066380705,42.89606380349911,75.36620647328654,82.36308641975309,161.62395061728395,88.46358024691358,51.255069201680676,43.13238099810237,43.744556283791276,67.97012345679012,39.437455984795214,80
90,84.74974173553719,50.501162190082646,136.703125,48.29921776713128,60.785812733244335,78.01529941436945,112.15934917355372,199.73837809917356,155.39191632231405,41.693557140335734,53.7294117234341,73.1115500574493,85.04855371900827,161.23050103305786,90.57102272727273,50.95602765234569,43.34842791787777,43.0075985164526,70.58806818181819,39.22204803228142,84
100,103.07531097890752,55.86736073553272,159.04529475392104,58.49601763772753,59.88211431676559,89.95064735588487,114.27704164413197,200.20943753380206,177.2011898323418,40.48178843536676,50.05960560376454,81.4275041381531,97.59680908599243,167.1742833964305,85.6638723634397,52.31002828889992,46.4674737347784,45.14544188537037,81.76595457003786,41.47486136017771,103
0,117.2787964876033,89.43052685950413,180.45738636363637,67.90472014045277,57.376388223282795,102.5585714641746,111.48631198347107,169.01962809917356,198.38842975206612,39.61721960836863,52.879024640864245,91.22049336370524,119.21784607438016,160.41528925619835,87.36828512396694,57.76932019770015,42.71989242012912,43.98775076435637,108.15173037190083,50.688458488778515,117
10,114.7737037037037,88.75654320987654,175.99827160493828,67.68524484873491,57.79713767872135,102.21316987442509,113.14814814814815,172.76037037037037,193.73074074074074,37.08144892793884,49.5454945926542,91.60636517964573,117.11851851851851,159.06975308641975,88.71987654320988,58.68862617449532,41.61985457688148,43.1223516272165,106.49777777777778,51.725905060433575,114
20,74.17316632231405,50.81714876033058,135.18091425619835,43.50461999304058,61.1991050592429,78.46322039624208,110.50632747933884,200.5623708677686,154.03538223140495,39.99176970136859,53.817586609489425,73.8680665675519,81.47972623966942,159.05539772727272,89.18685433884298,51.41837240513184,42.41606203419298,44.0234996379594,67.43026859504133,39.618118886978124,74
30,77.80800118976799,54.67251635930993,133.65898274836408,44.43006309999571,62.21668550269283,75.52745820827703,112.31439619274242,201.26576442593694,153.511748958953,38.304051765900596,46.18975179169781,71.09181258591441,84.35232004759072,157.65481856038073,91.67623438429506,51.66391464469111,42.69866231529464,43.30639453467458,70.61213563355146,39.72347616031129,77
40,76.79889455782313,53.1187641723356,134.9360827664399,44.17543493918288,61.74501420702008,76.8351282248327,111.49277210884354,199.67276077097506,154.40532879818593,39.25697294853301,50.772724273306885,72.2498114533915,83.47831632653062,158.49900793650792,90.4265873015873,51.4608704274141,42.78825480879892,43.76593971407946,69.53911564625851,39.46639045612294,76
50,76.53015143320714,50.98742563547864,131.41022174148188,44.868340352175714,60.96925546783229,75.3558740857414,111.30868036776636,201.5239318550568,150.20064899945916,40.137406439836845,50.192316412312024,71.69811026284412,81.3869659275284,158.42712276906437,91.38034072471606,51.23635897754392,42.16852364077733,42.627172854190306,67.80719307733911,39.47359657508091,76
60,74.20362358031369,52.33720930232558,130.83139534883722,43.007827753700234,60.91746604226309,75.34057228393868,111.62101135749053,199.9525419145484,149.64359113034072,39.06704498895651,49.79353035810503,71.82482041588699,81.05367766360195,157.31462952947538,91.50297458085451,51.311285152888566,41.57914979025274,42.67324777330404,67.83234180638183,39.53439141936972,74
70,75.82582199546485,53.09623015873016,135.8017290249433,43.49273230011844,61.601813272717145,76.9020875427907,111.26913265306122,200.5858843537415,155.11111111111111,38.92426420960385,49.60416151188611,72.20541143964944,83.33078231292517,158.55442176870747,89.83092403628117,51.26824097991694,42.713640539735216,43.864680102378784,69.3360260770975,39.26855375954998,75
80,71.03901234567901,48.30567901234568,128.43197530864197,44.199195110400545,61.01712281311529,78.51399459937068,112.09913580246914,208.8420987654321,147.251975308642,37.76923006885239,44.74776916202527,75.13648217003694,77.55802469135803,157.89641975308643,90.98555555555555,52.532707892962186,41.89806574422927,43.47734376646824,64.24888888888889,40.44878218496712,71
90,75.32425103305785,50.89294938016529,130.4271694214876,44.44153405405216,61.404704539187854,76.42961581075468,110.94201962809917,200.49444731404958,149.66348140495867,40.65309893918444,52.67525814276897,72.62990733244459,80.7396694214876,158.09258780991735,91.53305785123968,51.8445920206876,42.038083835732806,43.004305499286836,67.2785382231405,39.90878059689343,75
100,84.63142239048135,57.75594916170903,145.10208220659817,48.40072003070964,59.79366957806872,82.18621096699668,111.8478907517577,195.7792049756625,163.57801514332073,39.343390334934476,49.45070973788975,75.98210591880822,89.3808815575987,160.36384532179557,88.3896700919416,51.57839137227083,43.04383840191068,43.93026483002469,75.76189832341807,40.411177133106804,84
0,98.47704081632654,84.86309523809524,186.05229591836735,56.57472818937164,58.58648634115824,103.46111510530449,108.45875850340136,178.0732709750567,204.08319160997732,37.428257145181185,51.2218191960194,91.39993208946466,113.60813492063492,160.61366213151928,80.41156462585035,55.724479497156025,43.55053630483938,48.11736704542493,100.48242630385488,47.166125542047624,98
10,100.32580061983471,82.39501549586777,186.45532024793388,58.02564600811088,58.58261129398797,103.36788048774955,108.99690082644628,178.96991219008265,203.73502066115702,38.178249842761,52.95883955172963,91.83282698684751,112.83264462809917,162.10511363636363,79.80875516528926,55.76603685171143,43.638293691780184,47.64569294922201,99.63881714876032,47.48115487898526,100
20,58.91156462585034,45.61125283446712,166.01289682539684,35.43100513339736,64.62774604854141,94.37000037543767,107.90674603174604,217.66950113378684,184.69628684807256,36.74146405967548,50.26805594514241,84.73991834857235,84.48299319727892,166.9924886621315,72.93197278911565,51.94308594884253,47.44539557737542,53.19291856488518,63.32100340136054,39.698616454812274,58
30,61.53628615702479,45.83664772727273,150.9346590909091,37.27880321110106,63.3727212813624,86.63045724875047,108.17200413223141,213.10227272727272,169.3177944214876,37.84808642432869,52.79967232594604,79.48834224710737,80.45377066115702,163.30552685950414,79.2134555785124,51.77142957944536,44.888439427621144,49.38493094751888,62.52195247933884,39.82630201435023,61
40,64.83225723140495,42.617381198347104,154.41464359504133,39.305323538141295,63.93020562036805,88.99388384028617,108.47946797520662,216.32102272727272,172.70983987603304,38.99386529847095,54.712804284491185,81.28810216755762,81.33316115702479,165.48747417355372,77.78292871900827,51.751058554339636,46.05336071543874,50.160285573954035,62.01136363636363,39.66309402823438,64
50,61.16106484235574,48.6017251635931,153.75936942296252,36.006197345591325,64.52750224134556,85.8146397091927,109.37046400951814,215.76279000594883,172.83670434265318,35.759620692382924,44.410121270004005,77.9104993590466,82.71162998215348,162.93411659726354,78.76635930993456,51.77908883737892,45.469135339683525,49.99317316641801,64.35246876859013,39.71839572672174,61
60,59.74716049382716,42.6158024691358,151.4477777777778,37.11501340875773,63.05831748947126,89.63303989456533,109.27086419753087,221.39641975308643,169.42395061728396,36.4796607019881,44.06028991819799,82.58142719598612,78.73,164.32308641975308,78.06518518518519,52.10246849676884,45.22243991599187,50.14516406680403,60.153703703703705,39.93837790261962,59
70,62.35370470524608,42.980665224445644,160.5296106003245,37.13405674618322,63.36567733166162,91.01911028105354,108.76838831800974,219.0877501352082,178.10978907517577,37.340039670934026,49.45786135741192,82.91386909221433,82.24337479718767,166.73539751216873,74.89994591671173,51.27636696637702,46.28118958118583,51.08057606844666,62.18956192536506,39.40453243048986,62
80,59.018140589569164,47.327947845804985,156.98256802721087,34.83575748734619,64.56530813708149,88.91940640592529,107.72406462585035,214.03472222222223,175.89441609977325,37.20212714928002,51.22358078666159,80.62132265866616,82.67134353741497,163.96669501133786,76.91340702947846,51.80156961117396,46.05992407936895,51.16964428241144,63.33446712018141,39.52509797382867,59
90,62.231611681990266,45.83937263385614,146.67009194159004,37.04704493329322,63.160606333055824,83.38309828465277,109.15575987020011,214.32247160627367,164.93658734451054,37.35485080867747,48.60622828366375,77.14381964972533,79.43361276365603,162.29962141698215,81.04164413196322,51.48098254239011,44.273854061434655,48.148969940474736,62.24269875608437,39.46349806149953,62
100,79.20441632231405,51.07722107438016,174.27117768595042,46.97844564793622,61.76951399533366,100.35096117598292,109.32670454545455,209.86880165289256,192.51342975206612,38.7418237133443,52.33946666202084,89.76053758100963,92.69770144628099,169.18078512396696,73.73850723140495,52.44977590658071,47.98903717141842,52.19256140045473,73.54532541322314,40.6958490449728,79
0,135.5958161157025,105.83626033057851,185.85511363636363,79.45759994554757,60.2517557206413,103.74033450789236,112.35860020661157,152.4557076446281,203.32877066115702,41.468571888184634,58.56244107898342,92.03677214234149,133.2861570247934,157.5628873966942,93.26110537190083,62.85293312964907,40.988230543769774,40.45797362411875,123.87797004132231,58.22228449120779,135
10,136.1667097107438,106.43788739669421,186.58910123966942,78.75432050472914,59.71650713721574,103.59130955992877,113.21539256198348,153.52685950413223,204.0862603305785,40.81941358551994,57.07988866250584,91.70875312675699,133.8096590909091,157.5862603305785,93.14540289256199,62.41980333877,40.93383465406029,40.352517978093864,124.48799070247934,57.62843731696145,136
20,81.50486645540968,57.97759167043911,160.02863286555,55.86943040535444,60.014755582572306,103.38605684131093,110.63580805794477,207.33703033046626,177.46955636034406,36.4836265425474,41.92080410276548,95.69854137123416,90.8629470348574,163.0932548664554,81.69692168401991,57.61743673918692,44.853129315239855,48.723943549312416,76.65810321412404,47.103418348601245,81
30,99.63953488372093,64.4021092482423,168.16157382368849,57.8818136697936,59.03326115910813,95.48507277974643,111.96890210924825,193.40521903731747,185.96525148729043,39.79153500995536,50.22077079421532,85.9300626785244,101.197539210384,165.4753921038399,82.80516495402921,53.65208313039817,45.38568348270617,46.37994475685402,86.78420767982693,43.960891457663074,99
40,100.21606273661439,63.88939967550027,163.25256895619253,58.97757492875002,59.227088078581566,93.39111147589362,112.88331530557058,193.56855056787452,181.22971876690102,39.4086533043287,49.53174496669715,84.4579691582073,100.19672796106003,164.62222823147647,84.9791779340184,53.87474300754303,45.099227336378966,45.41597712276366,86.09464575446187,44.17399123793449,100
50,97.99943310657596,66.22108843537416,164.49121315192744,57.51690079645853,60.051483842953274,93.79324207208218,111.95068027210884,191.7893990929705,183.4889455782313,39.14306865589703,49.95987767615818,84.04639916974828,101.29634353741497,163.6298185941043,84.7328514739229,53.782008538289034,45.51487865389357,46.43349702966861,86.94260204081633,43.55171905545367,97
60,95.22172004132231,63.592587809917354,165.87964876033058,56.322678376660996,59.68483601919294,94.79425158387879,110.56960227272727,192.87151342975207,183.8650568181818,40.289164131720604,52.573262974991664,85.4862293055137,99.25025826446281,164.52182334710744,82.8254132231405,53.73429642729683,45.002778139470976,46.54737705585203,84.72830578512396,43.9279032778237,95
70,94.44253650621958,62.89291508923743,170.92347214710654,55.77022339448668,59.51592538436962,97.84088575054099,111.48053001622499,196.14088696592754,188.6238507301244,38.564279458129484,50.585085665677006,88.09557837513617,99.69199567333693,165.87804218496484,80.30624661979448,53.855929195754385,45.68210870771047,47.853152411322,84.6564359113034,43.98555186425368,94
80,93.42729855371901,62.08277376033058,165.2081611570248,55.84943355990747,60.29383536831901,94.9972218793817,110.83277376033058,195.13739669421489,183.39359504132233,39.93575749250875,52.67304937454145,85.67332240427251,98.08677685950413,164.70364152892563,82.44486053719008,53.933893676722676,45.213218546873726,46.99356280573789,83.2290805785124,44.03213574992836,93
90,94.18026859504133,65.03241219008264,161.06482438016528,55.99717786508063,59.64276926576769,92.3024522893416,110.68259297520662,190.32489669421489,179.28719008264463,40.24820303842066,52.715176120143596,83.51074225177985,98.48799070247934,162.6739411157025,85.05552685950413,53.88397784672816,44.120180801900624,45.473013469067084,84.7134555785124,44.08261572354857,94
100,105.0522010707912,70.55800118976799,179.3982748364069,60.25867879098217,59.402062703836734,100.71142787360769,113.035246876859,195.43248066627007,198.44675788221298,36.965916433449216,43.07124119753257,88.6538361716732,108.18709101725163,166.55740630577037,80.60127900059489,54.124120137434495,47.32541547211461,48.62876714661775,93.29625223081499,44.189807912825664,105
0,103.87086419753086,100.03111111111112,185.4137037037037,61.45096501864148,58.698960135488385,103.31685452767354,108.77654320987655,165.189012345679,202.37962962962962,35.49063785993319,52.74140924967613,92.1638862609809,122.08716049382716,153.41358024691357,86.4137037037037,58.96210382100467,38.746106942907375,43.762852332854976,110.9279012345679,52.31693998291022,103
10,108.64127066115702,100.09852789256199,186.5340909090909,63.047047492796786,59.05654357259651,103.40165620126831,107.57644628099173,161.0542355371901,204.15173037190084,38.41180185396934,55.550872491254026,91.6299338225,123.66076962809917,154.75929752066116,86.64527376033058,58.85115461054651,40.02140654372267,44.225892495484615,112.52259814049587,52.17470063180297,108
20,64.85776095186587,62.69524067063278,157.35586803677663,39.16713428883097,59.75295394087931,88.74421907400232,106.80678745267713,196.04664683612765,175.33396430502975,36.69492005474985,48.61923519216278,80.90293671284363,89.07463493780422,158.56273661438615,81.06530557057869,52.05781461933804,42.114217794977726,47.69936593075397,74.13831800973499,40.9816100321466,64
30,68.14927685950413,59.386105371900825,148.11027892561984,40.34665361780025,60.31659065789613,83.80951368685021,107.4868285123967,193.8778409090909,166.3362603305785,38.41510283858019,53.12744213820428,77.29475653411275,86.25103305785125,157.87835743801654,84.5752840909091,51.7974689361265,41.63588200133705,45.80419230505958,72.12977789256199,40.57062408808804,68
40,68.33160493827161,55.53123456790124,148.0425925925926,41.393763037586076,59.90185089336681,84.90502922878122,109.90395061728395,204.28049382716048,165.67679012345678,35.98090246807762,43.999518400878216,78.61018361175906,84.2583950617284,159.58814814814815,83.55024691358025,51.75911225212307,42.03465070074459,45.964305192082314,69.91728395061729,40.58097008899389,68
50,65.34930268595042,57.75090392561984,148.48205061983472,39.79578574480985,60.86024212910672,84.24601137117402,106.98786157024793,196.61828512396696,166.83496900826447,38.496130633258495,53.64004664120614,77.6478836746497,85.16051136363636,158.32760847107437,83.64165805785125,51.84447036058823,42.21183275515509,46.55759979083869,70.37396694214875,40.398171573658814,65
60,64.95506172839507,55.66753086419753,151.05037037037036,39.931023309289905,60.11563513538327,86.07319125575191,109.51493827160493,205.6472839506173,168.67222222222222,35.45570909899052,43.36814170385097,79.35567437528053,84.33296296296297,159.95037037037036,81.8004938271605,51.69723707172831,42.310892344335365,46.90273307736453,69.32271604938272,40.47705098967323,64
