# Cyanide Concentration,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std,RGB-KMEANS
70,66.03796487603306,56.21126033057851,156.20609504132233,40.10310001710887,60.55351005364202,88.30558110900597,107.61389462809917,201.36854338842974,174.02427685950414,37.40158840482277,51.04184215893326,80.69947584941076,86.35976239669421,161.21009814049586,80.0103305785124,51.6702429944022,43.26254590751057,48.068298911250196,70.55578512396694,40.382337723358894,66
80,65.27156508264463,57.24147727272727,151.9426652892562,39.408746686775224,60.866638909300605,86.36506468868855,106.61415289256199,198.03564049586777,170.25852272727272,38.77124365840744,53.393116763976074,79.18951406009424,85.70996900826447,159.57412190082644,81.99263946280992,51.82716552706011,42.77055570945839,47.50480426504785,70.44498966942149,40.386159905096925,65
90,67.40495867768595,59.49974173553719,144.8853305785124,40.5206559685583,60.24643563009887,82.26867940628654,107.29300103305785,193.30875516528926,163.3096590909091,38.67066355274374,52.86203483660167,76.26171620925733,85.41800103305785,156.8775826446281,85.91451446280992,51.79603535248172,41.27070909592371,45.27974544077748,71.6040805785124,40.44463315592656,67
100,66.46765432098765,56.27691358024691,163.42975308641977,40.50936566824355,60.27591280559829,93.61462705530833,108.47864197530865,206.38,180.97913580246913,36.12685691765008,45.48920691415725,85.03778787782757,88.01,163.22728395061728,77.02814814814815,52.203576091970206,44.00023929543082,49.578628886342315,71.55037037037037,41.096983231461444,66
0,106.91172839506173,129.23246913580246,182.78382716049381,62.88487215853561,64.23453290372834,104.6553204992925,103.30962962962963,140.49716049382715,200.78345679012347,32.654002550665595,62.04271620353604,93.03070924229631,139.41333333333333,136.87913580246914,98.74728395061729,65.7749756910673,30.324700997885984,37.682182465180084,128.67456790123458,60.55526417971455,106
10,110.05888429752066,130.98321280991735,185.11518595041323,63.84446002612862,63.38823563199528,104.04987235332047,101.67523243801652,135.24896694214877,204.03460743801654,35.63547622094439,62.231437447515475,91.53885048091087,141.82011880165288,137.54248450413223,98.68065599173553,64.63142924192266,31.673661282425986,38.375481634572054,130.91180268595042,59.39176988190257,110
20,63.07927693761815,81.51358695652173,151.77256616257088,40.87751975835108,57.994435026419154,93.38495291905748,103.07868620037807,180.18017485822307,170.00425330812854,33.64578637522107,49.583516160389905,86.09679610467344,96.6804111531191,146.2852079395085,89.61661153119093,55.75123074604387,35.68821665003695,44.11052627667071,84.0140595463138,45.47535286513096,63
30,80.68246384297521,92.33690599173553,154.28848140495867,46.27012095628931,57.33587564415197,86.76073743042257,104.40263429752066,157.44976756198346,173.39230371900825,36.38024227770403,55.503334605427135,78.51572803079186,107.6875,144.3930785123967,94.49819214876032,54.24852150506534,35.278228302674925,41.04598618950292,95.91825929752066,44.9314894831739,80
40,83.70285916824197,83.58778355387524,156.34983459357278,49.46695505192037,56.73058279029317,90.70919196565191,108.02882797731569,171.57774102079395,174.2078213610586,35.21728221597023,50.15887665393183,82.62744455588447,103.11460302457466,150.2977315689981,90.85113421550095,54.55155384429749,37.10211365885251,42.2477760137577,91.92320415879017,45.58937979852211,83
50,78.48760330578513,91.26924070247934,153.92161673553719,45.23787679752907,57.40920521242054,87.76421400542178,103.39566115702479,159.69163223140495,173.29713326446281,36.79350620616411,55.08654162688198,79.34747545836942,106.58522727272727,144.4666838842975,94.00697314049587,54.178926848094335,35.59747088523093,41.79788542700097,94.59607438016529,44.67447473968994,78
60,81.1359126984127,91.71697845804988,157.0029761904762,46.609137066930316,58.136309406163285,90.60946867263795,104.40802154195012,161.48611111111111,177.41014739229024,36.40083815547803,54.30863217009981,81.124909841575,108.2094671201814,145.79265873015873,93.15051020408163,54.64327265066161,37.29036958509304,43.34959493111871,95.9984410430839,44.9222826352523,81
70,77.28485349716446,83.07336956521739,159.80552930056712,47.9843481026155,57.511326078468024,95.77728348522255,106.4234404536862,176.50212665406428,177.79052457466918,34.32033226367132,49.247307078220516,87.26052674272934,101.90796313799622,150.37062854442345,88.26760396975425,55.95330311433874,37.432236093283365,44.219316250969705,90.09310018903592,46.63376728369002,77
80,73.73972117202268,87.25460775047259,156.9241493383743,44.075736617036284,56.814355763566724,91.46604813389992,105.01228733459357,170.48322306238185,174.97294423440454,33.84322998401729,50.94184480545201,83.25575447182999,103.21372873345936,146.4859404536862,90.546786389414,54.56187453462085,35.400287168746594,42.68596790986923,91.1546550094518,45.212095421206214,73
90,79.27427685950413,92.66025309917356,149.37603305785123,46.179457365098166,57.55931759571774,84.20025368750518,103.60627582644628,155.87280475206612,168.67910640495867,36.48230023233324,56.82107459986086,76.7476760720867,106.87874483471074,142.46849173553719,96.79455061983471,54.24677593225606,34.636103241056695,40.04278788787291,95.1277117768595,44.84649652595467,79
100,155.99876543209876,53.79,184.92851851851853,91.85014364368044,58.99363827388614,103.34277114142009,121.33641975308642,208.4243209876543,201.83617283950616,42.591914053460755,46.75958818789902,91.96687380090108,121.07876543209876,181.41234567901233,86.33320987654321,58.0579720365288,53.20003569737049,43.367180038728684,99.30493827160494,46.850367012369496,155
