# Cyanide Concentration,coordinate,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std,RGB-KMEANS
2,1,[71.78413223140495, 60.69586776859504, 78.83727272727273],[8.236785827973389, 17.68709851838463, 8.847022144566287],[138.31669421487604, 69.27479338842976, 81.09561983471075],[11.220827843859684, 21.175920583545295, 15.893260611978517],[70.22504132231406, 137.34644628099173, 118.72289256198347],[14.687308887392012, 9.18883484007568, 8.564262951214657],[66.02677685950414],[10.032086227409295],[ 72.59878829  59.02532817  79.74966341  39.65289256 227.38016529
  41.4214876   10.8         57.36842105  12.35789474]
2,2,[76.79710743801652, 64.34809917355372, 86.30256198347108],[5.395612686357717, 8.95185380072214, 5.286575236744612],[136.9017355371901, 66.86677685950413, 86.7403305785124],[6.111621253258628, 9.446181808984525, 7.777367666801033],[74.8295867768595, 138.27586776859505, 116.8803305785124],[7.944344669382166, 4.170529757938876, 3.8844542750153193],[70.58305785123967],[6.137767697008282],[ 73.57422927  60.78569291  83.20023945  80.93413729  68.02282004
  90.3244898   49.53571429 207.10714286  52.42857143]
2,3,[68.1509090909091, 57.66669421487603, 77.42785123966942],[6.598424805766553, 15.66968114715813, 7.08780826217396],[135.87421487603305, 72.90214876033058, 79.07909090909091],[9.4678776411722, 17.222448698848893, 13.827207907325208],[66.74834710743802, 137.39, 117.52487603305785],[13.084381948986145, 7.9250444637280175, 7.465133900887909],[63.07553719008264],[8.977644222501079],[ 64.09954211  52.3517818   73.38821421  39.27956989 222.89247312
  42.32258065  71.44916953  59.28908935  80.80068729]
2,4,[84.56231404958677, 70.2898347107438, 91.01404958677686],[7.793332683428572, 14.32913159857825, 8.261348876166622],[140.6480165289256, 64.06413223140495, 92.52404958677685],[8.937098380951234, 15.683902979702781, 12.656785334586568],[81.89545454545454, 138.7590082644628, 118.03933884297521],[11.737095076144108, 7.579502960759572, 7.078668191441402],[76.91322314049587],[8.006427605355281],[ 88.46076216  72.69302606  95.11070944  32.18181818 233.1038961
  33.11688312  80.50427192  64.99795691  86.79049034]
2,5,[83.46140495867769, 72.25107438016529, 95.04198347107437],[10.214852968427248, 18.403968391754958, 11.599368294272455],[134.60388429752066, 72.3804132231405, 97.73958677685951],[11.97710080069124, 23.055394947666436, 16.33511260939079],[83.59231404958678, 138.27429752066115, 116.32595041322314],[15.07949153297645, 10.231811544478788, 9.723314621938886],[78.16809917355371],[10.366586845878436],[ 84.72390203  70.56587838  96.51993243  38.99315068 227.45890411
  40.82876712   9.28947368  48.5         10.97368421]
2,6,[77.48958677685951, 68.28958677685951, 84.94743801652892],[10.962738120650966, 20.08273648654297, 11.837007979174915],[136.27586776859505, 64.02132231404958, 87.91181818181818],[14.331803486970037, 26.84617106275724, 18.398699446491158],[78.10256198347108, 136.2006611570248, 119.3700826446281],[17.019370880610655, 10.375745695439202, 9.668936244093423],[72.9095041322314],[12.25617707988993],[ 78.85192096  66.5665338   86.48316513  44.22155689 221.61676647
  45.39520958   3.49295775  31.04225352   3.94366197]
2,7,[63.19297520661157, 56.814710743801655, 72.64239669421488],[8.242494220978038, 19.081362508067, 8.704561597401922],[132.67768595041323, 67.50710743801653, 74.97181818181818],[11.618718778339252, 21.61208414034342, 17.111403065676207],[64.26925619834711, 134.95446280991735, 119.22537190082645],[16.32772514888918, 9.005489184671116, 8.585565489765083],[60.59289256198347],[11.52802760920987],[ 59.06985055  50.73294347  68.65805718  40.61068702 221.84732824
  41.35877863  68.0682952   59.53621194  77.56683296]
2,8,[71.57487603305785, 61.43834710743802, 80.09347107438016],[9.465462064372252, 12.789267863117018, 8.232807200337176],[136.04, 62.399338842975204, 80.56776859504133],[9.457275130425359, 13.194853726060307, 10.46103130731227],[70.55090909090909, 136.6693388429752, 118.32859504132232],[12.234045572678735, 4.297741331747052, 4.069413283554781],[66.61644628099174],[10.41321048766121],[106.02414487 111.73239437 107.29979879  66.55745219  55.98403667
  75.55966493  74.34666414  63.24147081  82.96758908]
4,1,[72.80677685950413, 60.261735537190084, 86.28619834710744],[6.149663998733245, 11.330468262057726, 6.4125386930282176],[134.58826446280992, 80.14330578512397, 87.02107438016529],[6.040584050039915, 11.442676057320528, 9.817010140664294],[70.7897520661157, 139.59272727272727, 114.35082644628099],[9.809546409746737, 5.533660782239237, 5.288219729930656],[66.98892561983472],[7.199302744206],[ 77.08693424  63.6765158   90.56379163  68.98871514  55.9332581
  82.53586974  40.02380952 223.5         43.85714286]
4,2,[79.79628099173554, 67.03619834710744, 92.84487603305786],[6.488915103993022, 10.212341201710926, 6.461787437347242],[134.78586776859504, 72.88330578512397, 93.26537190082645],[5.346538104374, 10.15050065031031, 8.415613641373],[78.2906611570248, 139.33264462809916, 114.78917355371901],[9.178742710452754, 4.315952586040593, 4.0578378574454055],[73.78123966942148],[7.534263011361944],[ 79.35232333  66.02285522  92.48222838  50.92592593 212.03703704
  56.14814815 115.04651163 114.38953488 123.69767442]
4,3,[69.50289256198347, 59.66404958677686, 81.28157024793389],[6.707531838807951, 15.300957031512304, 7.256867309945534],[133.86446280991734, 75.3110743801653, 82.90752066115702],[8.928835814872366, 16.804931183103598, 13.410411385274514],[69.0006611570248, 137.62438016528927, 116.34809917355372],[12.715221550055807, 7.9132998615274, 7.542276473544824],[65.04471074380166],[8.675189337432226],[ 73.05801944  61.20610571  84.80513366  39.68539326 226.34831461
  42.79775281  65.67882808  55.05970149  77.6379215 ]
4,4,[83.87570247933884, 70.02801652892562, 95.47752066115703],[7.204905677997237, 14.166715450108926, 8.057494256131346],[136.4321487603306, 73.53223140495868, 96.94223140495868],[8.006780670478184, 14.685548160450056, 12.13004132139905],[81.99322314049587, 139.73388429752066, 115.19520661157024],[11.407462557819752, 7.685056377399129, 7.324987924755066],[77.04528925619834],[7.564342086217583],[ 80.37383342  65.27751365  91.83254094  32.5        230.1375
  33.9         87.66014824  72.26257688  99.51884561]
4,5,[90.19231404958677, 76.41884297520662, 101.74785123966942],[7.674673844022081, 13.981065424238269, 8.325752611016846],[136.37338842975205, 68.86644628099174, 103.23421487603306],[8.249292637215119, 14.734280535820922, 11.877891940305057],[88.82611570247934, 139.43380165289256, 115.43223140495867],[11.175985719973841, 7.724908596233522, 7.325566177041905],[83.40710743801652],[7.4576190379859035],[ 94.4322692   78.93597929 106.02640207  31.875      231.1
  34.875       86.9946988   72.08771084  98.62425703]
4,6,[76.24421487603306, 65.06561983471074, 86.13561983471074],[8.347302949596395, 17.48595161707386, 9.23127297011971],[135.82297520661157, 72.25768595041322, 88.3896694214876],[10.910677206230547, 20.080944742531724, 15.385572582532335],[75.43190082644628, 137.96123966942147, 117.11760330578512],[14.391511749515601, 9.283224100650008, 8.749685474847047],[70.79561983471075],[9.813566119800985],[ 77.03872648  63.46614583  87.06275202  39.73170732 226.04878049
  41.6504065    8.20547945  54.64383562   9.90410959]
4,7,[60.71132231404959, 53.64223140495868, 75.87280991735537],[7.035416008792573, 12.603260170355062, 6.853166333789027],[129.7110743801653, 78.69561983471074, 76.62876033057852],[6.1143505228913435, 12.879466545633885, 10.923575200337782],[61.393305785123964, 136.65859504132231, 115.3694214876033],[11.336357285733422, 5.448198247291813, 5.266788865578305],[58.34347107438017],[8.633954373109225],[ 60.3559819   52.51332105  75.62985925  37.825      228.025
  42.125      102.2983871  106.05645161 110.14516129]
4,8,[67.11661157024794, 57.481404958677686, 80.4596694214876],[6.764140139317705, 15.439144240714745, 7.137095033033577],[132.9309090909091, 79.51528925619834, 81.95148760330578],[8.055849678934356, 14.884892145142645, 13.306881719351889],[66.62016528925619, 137.96504132231405, 115.38314049586776],[12.930872404045454, 7.560653981942044, 7.361895196285217],[63.01743801652893],[8.822338854166071],[ 64.01062861  53.18038263  77.51169147  31.15384615 232.46153846
  33.65384615  71.39569536  60.18156733  84.70290655]
6,1,[78.31272727272727, 64.81132231404959, 86.0890082644628],[7.362887952988587, 12.328627737418678, 6.850101875934072],[139.12504132231405, 66.64429752066115, 86.87256198347107],[7.187246581831219, 13.279347839859357, 10.299953825534438],[75.58223140495868, 138.60561983471075, 117.43355371900826],[10.85065096783555, 5.542816196904281, 5.211760201301917],[71.27578512396694],[8.402531618906343],[ 77.66993436  63.26135879  85.62782371  40.07142857 224.88095238
  42.83333333 106.28440367  99.85626911 108.18960245]
6,2,[79.63760330578512, 69.12363636363636, 90.14264462809918],[9.751566479356606, 18.71477305709349, 11.02411254789936],[134.96619834710745, 71.1387603305785, 92.85487603305785],[12.045317924178788, 23.161424222550274, 16.72893559499997],[79.81371900826446, 137.68338842975206, 117.21578512396694],[15.397086025277767, 10.15983040251165, 9.628425482712235],[74.59685950413223],[10.556520372200806],[ 80.80655239  67.37684708  91.50755721  39.47619048 227.01360544
  40.63945578   7.45454545  46.19090909   9.34545455]
6,3,[67.74206611570249, 57.40479338842975, 77.84793388429752],[7.002868292793119, 15.624687294678418, 7.498199223742624],[135.15074380165288, 74.76479338842975, 79.49859504132232],[9.393487471901778, 17.380435952039047, 13.879638979144248],[66.48198347107439, 137.5290909090909, 117.08462809917356],[13.123592635751395, 7.949514045129992, 7.536310674374964],[62.79636363636364],[9.067397961109018],[ 63.32924492  52.27750096  73.47336144  39.40909091 227.52272727
  42.36363636  71.49823374  59.13924051  81.66735355]
