# Cyanide Concentration,coordinate,R,G,B,R_std,G_std,B_std,H,S,V,H_std,S_std,V_std,L,a,b,L_std,a_std,b_std,Gray,Gray_std,RGB-KMEANS
50p,3,114.2966,97.7051,142.1871,11.603517933799216,10.923933997878237,12.548844312923801,131.0786,80.2408,142.1906,1.5073891468363436,6.758136974048395,12.544308336452833,113.5908,144.162,105.9639,11.960098467822077,1.5505985940919718,1.5703492573309927,107.6559,11.225769247138478,120.0576825771631,103.36852757631979,147.98431438691173,47.12987012987013,38.831168831168796,65.53896103896095,108.21700280827164,91.44728108246107,136.42558080163388
50p,3,113.6907,99.1634,140.3942,11.166719908281035,11.915322087127985,12.412832326266233,130.4516,77.7283,141.2449,5.823285794120017,11.918476375359395,11.26177268417366,114.497,142.8627,107.3731,10.925556782150739,6.254953933483444,6.183162329261621,108.089,9.348758152824363,119.1856100104275,103.7818908585332,145.98505387556486,108.09719535783364,92.31237911025147,135.0249032882012,36.57272727272722,115.1727272727273,49.8272727272727
50p,3,114.08,98.0921,138.9189,11.528399715485232,11.372704937260966,12.579225842236873,131.6513,76.8084,139.4047,4.792484565442022,10.11792910827112,11.987965545078948,113.5813,143.2638,107.7773,11.370215051176473,4.889234046351228,4.720117022913733,107.4863,10.236806743804436,119.62679180887373,103.1315699658703,144.58071672354944,41.61151079136694,68.9568345323741,57.18705035971216,108.473631592102,91.72331917020745,133.4658835291177
50p,3,114.3642,99.7293,139.4695,12.331851376010011,14.165049294301802,13.907460938287764,131.0735,77.9814,141.2531,7.839291916365917,15.908578001820274,11.85581040629446,115.094,142.7646,108.1622,11.447993885393196,8.902740411805793,8.808796237852253,108.5951,8.695157042285091,107.46691072937202,91.24612785130951,132.88876372852718,119.6641449960599,102.83309692671396,144.90070921985816,26.51923076923076,200.01923076923077,32.807692307692264
50p,3,113.5895,98.1598,137.6544,10.449372696482788,9.54440485101088,11.110758778769341,131.598,73.7307,137.7215,2.82927481874773,5.87717427936249,11.005414019926738,113.2646,142.6678,108.4835,10.372241167655137,2.299357118848658,2.087085946960498,107.2226,9.766066211121037,118.75406337218845,103.11081924150389,142.92086685273358,47.99999999999997,46.411764705882405,65.68067226890764,107.34881266490763,91.82770448548814,131.45039577836414
50p,3,113.3841,99.6696,139.5654,12.081281686559585,14.154647146432156,13.882014365357788,130.3406,78.1986,141.3363,7.795523820757652,15.783046538612245,11.861762192440043,114.8621,142.4625,107.9578,11.437276056386851,8.859243407311936,8.802886978713289,108.2587,8.63584242040115,118.4251253132832,102.76049498746869,145.00000000000003,27.20952380952373,198.9523809523809,33.714285714285666,106.79521503845058,91.08031899743665,132.84933067502138
50p,3,114.4684,98.6289,138.6879,10.606912908099131,11.441258007317202,11.73038335221829,131.7713,76.4649,139.5528,5.894251123764579,11.807326877409636,10.594716237823455,114.1025,143.0833,108.1933,10.19128028021995,6.268393822184436,6.173778025650097,107.8565,8.670554062457601,119.21118773946361,102.2312643678161,143.62145593869735,106.8135791630085,90.30172666081359,130.9783435762365,31.879310344827573,183.94827586206895,37.862068965517295
50p,3,113.2026,99.5259,138.2957,12.852834443810439,14.39565660850522,14.715082789777297,130.4268,77.4686,140.1675,8.789632629410628,17.397747384072456,12.655206191524499,114.5521,142.2164,108.575,12.017074751785477,9.151675859644506,8.998654066025653,107.9902,9.484940904402093,107.07469879518071,91.68487282463184,132.44765729585004,30.446043165467643,169.51079136690646,36.604316546762604,118.81651975187722,102.71857655892914,144.1686255305256
50p,4,151.3903,132.5549,166.2169,10.574382530909311,9.597217617101323,10.780521990608804,136.5452,53.1396,166.7141,5.250519684755025,9.340305768014236,8.812409499677146,148.2602,141.6542,112.7591,8.659370413603982,4.77640265890555,4.370591171683758,142.0873,8.461387516831977,157.23402714932124,138.1685067873303,172.0436199095023,55.29166666666666,167.41666666666669,64.79166666666673,145.13914614863336,125.1709961599277,160.04472554777504
50p,4,151.0249,134.1936,171.1458,11.045011543226199,10.411941175400484,11.167181486839015,133.5787,56.5339,171.6259,4.780000660041796,9.322202035463508,9.277292125938473,149.6426,141.7671,110.7654,9.4662487417139,4.7411451770642925,4.485751089839916,143.4734,9.248810325658106,157.0264789676555,139.89726830903297,176.92290933467402,143.01627441161747,125.17401101652476,163.56484727090634,52.948717948718,185.2307692307692,63.6153846153846
50p,4,151.9442,136.0021,173.4567,10.864993619878478,9.843683029740443,11.000096595484969,132.6688,56.5094,173.9361,4.698947388511602,8.948514493478791,8.95145891963986,151.241,141.5585,110.5369,8.959895032867294,4.678095525959256,4.443246379619298,144.9976,8.857640444271826,158.06148811574235,141.64157767826384,179.3486048914916,144.29348087563147,127.64998797209527,166.22131344719753,51.5945945945946,189.43243243243245,61.81081081081082
50p,4,152.5516,137.9994,172.8494,12.213096963506022,10.63136866259467,12.575067381131603,132.4997,53.7816,173.7004,5.82892785253,11.880517726092581,9.27158238058639,152.6663,140.5036,111.712,9.307273731335078,6.045873554747899,5.839251321873379,146.2752,8.912444387484278,158.5165032679739,143.00539215686274,178.54183006535945,43.57407407407413,205.12962962962962,51.68518518518515,144.54835337166756,129.0444328280188,165.45399895452167
50p,4,153.2512,139.243,174.5782,10.834098880848375,9.480830712548347,10.887234945568135,131.873,53.0427,175.0598,4.697006599952783,8.914924380498132,8.7594419890767,153.8143,140.3345,111.4202,8.650665610807067,4.617641145650017,4.354656353835512,147.3801,8.620674218992388,145.8428504011326,131.34261444077399,167.63473336479473,159.3603981141959,144.7482102322333,180.40789243932252,50.65714285714287,195.05714285714288,61.42857142857146
50p,4,154.1206,139.5633,175.8662,10.211555005972402,10.346815602396711,9.87142834446971,132.099,52.903,175.8662,1.1256105010171147,5.239846467216383,9.87142834446971,154.2172,140.6904,111.0159,10.228060625553605,0.9095866313881268,0.9439529596330527,147.964,10.21533670517032,87.93846153846155,74.27692307692305,108.75384615384617,160.1930280957336,145.80992022199098,181.57492195629555,146.75389781722237,131.94171264092108,169.0170304629408
50p,4,153.2446,141.6331,176.343,11.896216660770767,10.266171846896,12.407197548197578,130.1718,52.5118,177.1828,5.6268183514309404,11.787419597180717,8.896593963984195,155.6068,139.4743,111.5028,8.828374355451858,5.9987781680938985,5.788781578190699,149.0327,8.548182889363096,146.16776556776557,133.26715506715507,169.64566544566543,159.22239316239316,146.89452991452993,182.17299145299145,44.32727272727273,204.89090909090908,54.89090909090912
50p,4,154.4899,142.5792,175.442,10.89104668936829,9.608273901174966,10.894156048083762,130.9071,49.238,175.9391,4.851130753752161,9.374206953124089,8.654755409022256,156.3708,139.0911,112.5325,8.694728711121469,4.637564100904698,4.390870500253908,149.8586,8.693377136648335,146.9231920199501,134.3563591022444,168.48179551122195,160.26386554621845,147.82235294117646,180.87327731092438,54.17499999999998,187.0,65.3
50p,4,156.9387,142.4754,178.5956,10.204770566259684,9.849639325376337,9.927580805009848,132.0195,51.8246,178.6071,1.9535915002886346,4.7426400706779335,9.8090024768067,157.0309,140.5408,111.1483,9.810195981222803,1.1341672539797645,1.1468683926240186,150.8433,9.913089584483739,163.03693884764934,148.53340402969246,184.26440438317422,150.02630342883984,135.54673555659932,172.28323156411457,96.57142857142858,85.64285714285714,116.73809523809518
50p,4,156.3303,144.3425,177.0419,10.626975200403923,9.26956275937544,10.760387743478393,131.0285,48.5172,177.5316,4.811474592055953,9.236541785755099,8.389195518045817,158.0844,139.0476,112.655,8.346393031723345,4.5902215894224545,4.353087984408309,151.6198,8.400883760652803,149.41559654447815,136.68760214802708,170.53070277842636,162.18989792326644,149.79690249912002,182.670890531503,51.22857142857141,195.60000000000002,59.999999999999986
50p,5,150.9892,137.4557,168.828,17.62977264062132,14.588023769859987,18.424353882836705,132.974,52.8893,170.7053,9.19409179854106,19.499734498448948,13.428240834524827,151.7101,139.5689,113.3899,13.157395562572404,8.80677312016155,8.47125008425557,145.0227,12.404595306175853,158.0711197256598,142.4000298195915,175.64156851051143,37.50694444444447,172.0138888888889,43.555555555555486,141.09495077802478,125.34455382661162,160.04445855827248
50p,5,153.3039,140.2457,170.4261,17.292303050490414,13.874362382106069,18.27387585571271,133.1081,50.6705,172.3291,9.316480794269903,19.675953083650104,12.851964565388437,154.2393,139.1548,113.9814,12.418487649871057,8.791384245953536,8.427066751841947,147.5121,11.717322799598891,160.52226656025545,145.40271348762974,177.4387869114126,145.26870653685677,129.9029207232267,163.22586926286507,36.6142857142858,175.05714285714288,41.50000000000003
50p,5,154.9714,141.0292,172.4995,14.520598542759867,12.669993976320587,14.655599603905669,133.5164,49.0952,173.3746,6.102600350670197,13.040419355220138,11.554578090090525,155.1855,139.5759,113.4618,11.695515796663265,5.988124847562882,5.784802568800425,148.6774,11.50378760408936,160.63216163852758,145.78189869914203,177.83033490174375,41.927536231884105,172.91304347826087,49.15942028985516,142.73308687615526,127.51977818853977,161.40517560073943
50p,5,154.8638,143.22,173.0522,16.73922487930669,13.743100086952726,17.25742956410369,132.0117,48.7875,174.8349,8.032357257368474,17.80243645544059,11.832693775721571,156.8626,138.6091,113.9513,11.796462234076792,8.454566647084876,8.180802424579143,149.9903,11.144720988432148,161.45370911214948,147.91983060747663,179.2834404205607,34.39999999999995,205.03809523809528,40.69523809523801,144.20446340662946,130.52707581227438,163.60879553659336
50p,5,156.1231,144.1683,174.1043,16.69889057362794,13.598182787049158,17.366266769516123,132.2928,48.6457,175.8851,8.026472958902932,17.7901425376527,11.818625046510276,157.8432,138.7284,113.9732,11.637362835281884,8.464138080159136,8.16263938686501,151.0291,11.018396126024875,145.62167553191492,131.4750664893617,164.49534574468086,162.59979662986638,148.7752760023242,180.3675188843696,35.777777777777885,204.0462962962963,42.50925925925927
50p,5,157.2694,144.8874,175.536,14.60456174077127,12.507762439381395,14.616761063929314,132.2536,47.0684,176.4005,6.014207099859465,13.04311011377271,11.396889915674365,158.5563,138.8717,113.6726,11.51037055485183,5.932624976349002,5.70564713595224,151.9649,11.4475441903493,163.1590909090909,149.93906249999995,181.07272727272724,43.05714285714285,172.9142857142857,52.271428571428544,145.68858131487886,131.90276816608997,165.0342560553633
50p,5,156.5164,146.718,175.4007,17.39711272136845,13.397002500559593,18.549235550555714,130.447,47.1504,177.3086,8.972167575340977,19.846717104851372,12.59895892683201,159.7123,137.6752,114.4275,12.063130966295606,8.670473168172542,8.348038317473154,152.9816,11.639865181349824,149.1939655172414,137.08432112068968,168.84779094827584,163.70349877949556,151.88624898291292,182.4195280716029,37.74825174825165,174.6993006993007,43.88811188811184
50p,5,157.1915,147.3072,176.2128,16.751741036381862,13.222693680184836,17.418200715343705,130.6194,46.6056,177.9977,7.891346123444339,17.792634673931794,11.623643779383467,160.3427,137.7609,114.2954,11.391429089890346,8.368842882382248,8.116189921385528,153.6151,10.93602084809644,145.3866057838661,133.94672754946725,165.50913242009133,33.158415841584215,209.1188118811881,39.38613861386136,163.18113051849818,151.27754091596756,181.982120753679
50p,5,157.9141,146.9973,177.4028,15.041366998713915,13.433171357129336,14.85926485933944,130.7907,45.4989,177.9223,5.018634626071119,11.355219011097937,12.86657152119398,160.1845,138.2176,113.6757,13.143319966812038,4.574062771759915,4.423316573567847,153.8145,13.14859269085479,164.75291919663712,153.23353573096685,183.69297835902225,91.87218045112783,104.40225563909775,112.03759398496243,149.9531863485352,138.32165508909696,170.4518272425249
50p,5,158.5559,149.4523,178.0424,16.557018910117847,12.246237165350017,17.341660884701906,129.9503,45.6674,179.836,7.844477669673107,17.744688705074545,10.98471228571782,162.2493,137.3918,114.3914,10.50403491568835,8.32830671625391,8.114321046150442,155.5575,10.194365784589055,148.9586028460543,138.33247089262616,169.49547218628717,35.44036697247701,203.4770642201835,41.761467889908204,164.8942491542874,153.6431828210031,184.11413443153404
50p,6,181.2979,181.6782,197.8796,29.91770304669127,29.615297478836844,28.326547686578397,118.8481,23.8814,197.8796,4.913921691480238,7.468569745272518,28.326547686578397,189.3114,131.096,119.6708,28.42614342537517,1.794375657436313,1.8523032581086716,183.4416,29.503948709282966,165.9344100197759,166.58866183256424,184.65062623599204,200.0644573322288,200.1287489643744,215.18293289146632,109.71535982814201,111.25134264231998,128.82599355531673
50p,6,129.9363,121.0475,155.957,15.813451309249352,14.500387710333817,18.287480717693185,127.3684,63.6064,157.9773,9.439220383061304,20.449398011677506,14.178779380115905,134.9575,139.1715,110.4497,13.071575794448043,9.152490794860162,9.030485585504248,127.6594,11.655504778429805,131.68937773704045,120.49424584988289,158.07903045116615,0.7400000000000375,28.17999999999998,1.2800000000000296,47.847328244274834,197.96183206106872,55.93893129770997
50p,6,131.3591,123.1016,158.5972,14.757924894442308,13.695907324452804,16.667211889215306,127.0867,62.1669,160.3856,7.492141423518379,17.321825665616196,12.482864760943299,136.9582,139.0841,110.077,11.66729843451345,8.528764693084222,8.604572679686074,129.6023,10.132903567586142,123.6983304548071,113.38946459412783,151.07829591249282,137.37092497270314,127.19528934643583,164.89549212291374,27.63478260869566,188.27826086956526,34.61739130434776
50p,6,131.8111,125.1419,159.4201,16.12490672190075,14.4063098810903,18.715165401085827,125.7617,61.4221,161.4515,9.206492986474274,20.949213149662686,14.256473889079306,138.4759,138.261,110.6361,13.090172618800716,9.076909110484692,9.033774227309426,131.0907,11.85316301710223,133.6133007434566,124.66177818515122,161.60413484061513,46.590909090909165,197.34090909090907,56.04545454545455,0.2448979591837599,26.857142857142847,0.24489795918367463
50p,6,132.8526,126.7043,160.6222,15.310260390992703,13.795313026894316,17.500396200086442,125.5082,59.5917,162.5223,8.20776052038557,19.095334275942907,12.942654391970759,139.9375,137.9703,110.7163,12.09866082465328,8.699276861325888,8.781925432956033,132.5557,10.829307342115653,140.18312945042905,131.98429797334308,168.2209238634289,32.77397260273966,168.35616438356163,39.828767123287776,127.01804889193514,118.70801919122687,155.1430203335618
50p,6,134.3506,128.1775,161.9018,15.60295099139903,14.061365287552983,17.743273563804397,125.5742,58.8194,163.7966,8.22895463348778,19.08459545392566,13.183285950020199,141.3638,137.8856,110.886,12.41438075620367,8.688481607277534,8.753776556435513,134.006,11.203497846654857,127.87212713936432,119.47383863080688,155.82640586797066,33.179310344827684,169.44137931034484,40.268965517241426,141.49141370338253,133.31448395490028,169.27129228100605
50p,6,134.6252,129.469,162.7376,15.676967977258867,14.065092925395126,17.825104382303067,124.8086,57.8722,164.6285,8.005008809489219,19.397243803179876,13.21471481909466,142.3662,137.3962,111.0392,12.447493625626004,8.639179680965086,8.720909548894543,135.0113,11.306289060076255,141.6887563884157,134.54735945485515,170.06814310051112,33.86666666666662,166.62666666666667,42.013333333333264,128.00477386934676,120.57864321608037,156.47587939698496
50p,6,135.73,129.9846,163.2069,14.851542007481916,13.968140994420123,16.38061330933613,125.1629,54.875,164.0813,5.5584497470068035,14.732989343646455,13.984702010053699,142.7873,137.3787,111.1627,13.52018708117606,5.898329111706127,6.020085440423583,135.6402,12.806566439135823,129.3597720256471,121.85490382331992,157.51436713369745,142.95458577257403,136.7409969842115,170.34291289693098,44.28289473684221,104.64473684210526,56.269736842105274
50p,6,136.2752,131.5041,164.7735,15.89553600731979,14.152158252012304,18.259200358997106,124.5077,57.1859,166.6811,8.079823061800303,19.45675566968964,13.333371771236262,144.295,137.1768,111.046,12.571896237242813,8.629191257586077,8.77116206668193,136.9383,11.529149713226904,143.14501160092806,136.5374544249254,171.95691083858134,33.16891891891889,167.09459459459458,39.72297297297291,129.41487689889993,122.16972236773175,158.26820324777367
50p,6,136.8753,133.0547,165.0572,16.159979885816693,14.17258296535956,18.335057353605414,124.0087,55.2335,166.9634,7.948888243647662,19.80623582990973,13.353683403465878,145.4739,136.4557,111.6662,12.714649770638593,8.52283036966007,8.676299761995317,138.0074,11.71398075975883,144.34349173553719,138.56456611570246,172.63205922865012,33.44966442953027,166.4295302013423,40.12751677852347,129.95844669799652,123.90947316349245,158.77961909473163
50p,7,230.0053,228.6217,243.0729,11.286871661802486,10.291073272987614,11.182977492152972,122.5264,15.4337,243.1645,3.6061756806900025,4.31170549898761,10.431646070970775,232.927,131.0036,120.938,9.491031082026863,1.7923133208231203,1.6593239587253599,230.6243,10.519893037003751,233.29118554933117,231.6769178003887,246.31873785297813,176.38425925925927,180.75925925925924,191.412037037037,213.45805207328831,212.82063645130182,226.45515911282544
50p,7,213.2634,211.7549,227.6093,18.80179301130613,15.818742870089267,17.984244591030226,123.268,19.2783,228.149,5.0584954284846395,10.157817142969252,15.265156369981934,217.8095,131.3871,120.2908,14.711308906756054,4.152909051496312,3.9700674251201327,214.0698,16.329002662747044,219.74564378435272,217.42065255525674,233.6194597123143,177.52887323943668,177.6077464788733,194.8964788732394,51.65517241379308,213.17241379310346,57.24137931034477
50p,7,213.0066,210.823,227.0156,19.607497454800296,17.1894232305799,18.804274956509225,124.4059,19.6181,227.5535,4.790818843371142,10.343067842279678,16.205318193420332,217.0844,131.6787,120.21,15.889004897727233,4.155847243342805,3.9929813423055207,213.3558,17.49100358355689,220.17110266159693,217.36644486692018,233.68381653992392,177.52516129032256,175.52129032258063,194.4116129032258,57.117647058823536,200.47058823529412,62.79411764705884
50p,7,211.0113,211.1931,226.0267,19.81116282074326,16.832136299056042,19.064033862485662,120.3125,18.9411,226.5755,5.634327266852716,10.380762534130142,16.467826199896574,216.8834,130.6636,120.4875,15.71298203524716,4.1604128448989295,3.9866331346137187,212.8353,17.33341783694145,218.15693950177928,217.54626334519574,232.74531435349948,175.22916666666657,176.53971354166663,192.783203125,55.82352941176464,201.5,62.02941176470591
50p,7,210.7007,211.6252,225.0551,19.34817096032594,17.09612017271755,18.765256832508314,118.9759,17.6581,225.6072,5.406174173109853,10.54306427894661,16.174273033431827,217.0209,130.2477,121.0606,15.754817142385374,4.11924079291318,3.990980786723985,212.8453,17.29210709861583,217.7603197327607,218.14841326652353,231.755905511811,176.60630914826498,177.3003154574132,193.04479495268143,55.121212121212096,203.36363636363637,60.5151515151515
50p,7,212.3351,211.1785,226.9786,18.646855176946058,15.736436628093413,17.961139775637847,122.6598,19.3585,227.5149,5.227070303716988,10.100820647353363,15.288956079144185,217.2216,131.2402,120.2492,14.628331874824278,4.1537337372537495,3.938007028942432,213.3625,16.214373060652083,218.8384778510838,216.88089066918005,233.06809613572105,178.28677462887978,178.47300944669368,195.46423751686908,54.299999999999955,213.43333333333334,60.86666666666673
